"","Assay","IL8","VEGFA...3","CD8A","MCP-3","GDNF","CDCP1","CD244","IL7","OPG","LAP TGF-beta-1","uPA","IL6...13","IL-17C","MCP-1","IL-17A","CXCL11","AXIN1","TRAIL...19","IL-20RA","CXCL9","CST5","IL-2RB","IL-1 alpha","OSM","IL2","CXCL1","TSLP","CCL4","CD6","SCF...31","IL18","SLAMF1","TGF-alpha...34","MCP-4","CCL11","TNFSF14","FGF-23","IL-10RA","FGF-5","MMP-1","LIF-R","FGF-21","CCL19","IL-15RA","IL-10RB","IL-22 RA1","IL-18R1","PD-L1","Beta-NGF","CXCL5","TRANCE","HGF...53","IL-12B","IL-24","IL13","ARTN","MMP-10","IL10","TNF","CCL23","CD5","CCL3","Flt3L","CXCL6","CXCL10","4E-BP1","IL-20","SIRT2","CCL28","DNER","EN-RAGE","CD40","IL33","IFN-gamma","FGF-19","IL4","LIF","NRTN","MCP-2","CASP-8","CCL25","CX3CL1","TNFRSF9","NT-3","TWEAK","CCL20","ST1A1","STAMBP","IL5","ADA","TNFB","CSF-1","TXLNA","VEGFA...95","CPE","KLK13","CEACAM1","MSLN","TNFSF13","EGF","TNFRSF6B","SYND1","TGFR-2","IL6...105","CD48","SCAMP3","LY9","IFN-gamma-R1","ITGAV","TRAIL...111","hK11","GPC1","TFPI-2","hK8","VEGFR-2","LYPD3","PODXL","S100A4","IGF1R","ERBB2","ERBB3","SCF...123","SPARC","GZMH","TGF-alpha...126","FURIN","CYR61","hK14","FADD","MetAP 2","PVRL4","FASLG","EPHA2","ITGB5","Gal-1","SEZ6L","GPNMB","CAIX","MIA","CTSV","CD27","XPNPEP2","ERBB4","HGF...145","ADAM 8","5'-NT","CDKN1A","DLL1","MK","ABL1","FGF-BP1","TLR3","LYN","RET","VIM","TNFRSF19","CRNN","TCL1A","CD160","TNFRSF4","MIC-A/B","WISP-1","CXL17","PPY","S100A11","AREG","ESM-1","CD207","ICOSLG","WFDC2","CXCL13","MAD homolog 5","ADAM-TS 15","CD70","RSPO3","FR-gamma","CEACAM5","VEGFR-3","MUC-16","WIF-1","GZMB","FCRLB","ANXA1","FR-alpha"
"115","RL_SARS_SALI_69-1",11.9056,14.517285,10.3623549999999,5.118375,2.25581,4.42338999999999,9.524365,5.64121,11.135555,9.043655,11.779695,5.652385,4.66773499999999,11.92728,2.422215,12.0079749999999,10.156295,8.81146,0.860815,7.69031,6.283875,1.2583,-1.26387,10.211915,0.22964,12.904895,0.936459999999999,8.15308999999999,8.990765,7.118285,9.939595,2.732515,5.088585,15.919105,8.05408499999999,9.915785,2.900905,1.133065,1.08019,15.55904,4.02704499999999,4.66447499999999,11.4193,1.347325,6.497705,2.389995,11.17291,9.362225,-0.119349999999999,13.429385,4.255215,12.32401,6.03847,0.719195,0.574539999999999,0.800625,8.52834,2.46866,3.66023,11.31307,10.264315,7.68205,9.93624,11.809815,11.378865,10.3702349999999,0.531664999999999,9.37103,2.71765,8.09667,6.75189999999999,13.55805,0.304054999999999,8.94407,9.508525,-0.50695,1.07363,1.187865,9.745135,9.40607,5.90964,4.32854,7.340295,2.07642999999999,9.42517,10.62491,6.248535,10.274095,0.77001,8.61516,4.75696,10.51939,11.161125,12.462045,4.507175,2.87262499999999,10.3959,4.02042,9.51013499999999,10.5009,6.70788,10.001845,6.53573499999999,6.446035,8.222815,8.800295,8.358355,7.548475,4.415525,9.32823,7.440155,5.97842999999999,11.101845,6.72935,7.001125,4.58677,4.670335,8.919915,8.111805,6.9793,9.39614999999999,6.36888999999999,8.89592499999999,10.5425,5.82689499999999,11.45316,6.01275,5.579885,8.410795,8.98806,5.64386,11.10282,4.364835,11.16216,6.61562,4.92255,6.3297,3.425965,11.39623,5.864095,9.39592499999999,7.30935,9.45298499999999,12.840625,10.388135,11.5636599999999,10.45447,12.13432,6.60194,12.22313,7.3921,7.08557,3.73987999999999,4.255825,9.69801,7.807475,3.611275,11.372015,4.79204,6.69793,2.334515,7.09711499999999,5.35486,10.001875,7.50073,4.25409,11.615455,2.13204499999999,5.43921,8.044145,9.97523,6.140575,3.988005,4.56467,4.41826,8.252785,1.60987,7.53039,8.1796,3.81992999999999,5.445815,2.45493999999999,9.85917999999999,10.18116
"116","RL_SARS_SALI_43-3",7.32146,12.5734749999999,10.459715,5.646215,2.47315,3.51141999999999,6.274045,3.10309,11.323325,7.016715,10.491665,11.229785,5.87435499999999,13.52413,1.436075,9.70522499999999,7.118925,8.18735,0.809635,9.47509,7.772655,0.51109,-1.24508,5.111625,0.69251,10.7291549999999,1.05277,7.258,4.544595,8.452725,10.990225,2.105595,3.607745,14.222155,8.336945,4.592515,4.672375,0.793315,1.54574,14.54517,4.297305,5.84260499999999,10.20948,2.555435,6.532105,2.610605,9.92299,8.782055,0.06662,10.3085549999999,2.985755,12.29379,4.06502,0.728815,0.76501,1.19978499999999,9.73499,4.0965,4.90702,10.9573399999999,6.268025,7.77078,9.26794999999999,8.762915,13.710835,10.1723149999999,0.377115,6.89882,4.0885,8.20178,6.63054,13.71523,0.814244999999999,9.88188,7.451695,-0.61875,0.89016,0.719625,9.868915,5.78432,6.93263,5.83182,7.472355,1.90790999999999,8.87112,8.73209,6.616235,8.081895,1.84223,5.91883,3.83446,10.51438,9.053385,9.857565,4.574415,2.610255,10.1319799999999,5.94318999999999,9.98798499999999,7.69301,7.58304,10.202415,7.31917499999999,11.744715,7.958715,6.367295,6.87909499999999,7.542155,3.655155,8.26146,8.096585,5.69759999999999,12.171645,6.25706,6.310215,3.8858,4.667335,8.760955,5.696415,6.23504,9.18437999999999,7.36287,8.489035,4.4603,3.89567499999999,8.93353,6.4427,4.872535,5.038155,8.03046,6.54097999999999,9.55579,4.894545,9.92792,6.35318,6.03892,6.22868,4.310185,11.30907,5.667895,9.23526499999999,5.80754,8.96929499999999,12.472635,6.930845,9.78124999999999,6.95651,12.35035,6.1264,7.29637,11.5246599999999,6.48273,4.88108,1.791805,5.14024,8.880935,5.869345,4.501355,5.41376,4.73687,7.129875,8.51699499999999,6.17526999999999,10.482675,5.84558,5.23336,12.513825,1.420315,5.44829,9.574605,9.35252999999999,4.421645,3.695055,3.50582999999999,7.74400999999999,8.078055,4.55418,7.15886999999999,4.17528999999999,2.96737999999999,0.371505,2.39825,6.00411,10.28391
"117","RL_SARS_SALI_47-1",7.43899,13.446435,8.987835,4.274485,1.68623,3.52817,7.228375,3.67673,10.960145,7.61401499999999,10.407905,6.801505,2.919525,12.16154,1.139795,11.827255,7.008075,7.02006,0.278934999999999,6.51527,6.26433499999999,0.37203,-1.10392,6.993375,0.02201,11.078945,0.21841,6.52408999999999,4.94478499999999,6.784765,9.408025,3.153745,2.875205,14.786365,7.46855499999999,6.816185,4.043905,1.797505,0.58124,15.8674699999999,4.31326499999999,6.12607499999999,10.71833,0.779744999999999,6.751735,2.154935,9.52648999999999,8.665335,-0.0626799999999999,12.634295,2.638835,10.57051,6.92809,1.968285,0.16727,0.513145,9.85386,1.82917,2.93391999999999,11.5120899999999,6.170935,6.14204,9.20772,9.99059499999999,9.848925,10.012975,0.322544999999999,8.16072,2.26403,8.16863,5.63857,13.80918,-0.042625,6.70857,8.582165,-0.73778,0.70937,2.344125,9.065195,5.74601,5.99535,4.29729,6.566905,0.36317,8.11747,8.12864999999999,6.990005,8.369925,0.64908,5.59723,3.65470999999999,10.55367,9.700685,11.274405,4.518385,3.084195,10.42236,4.19163,9.418665,9.81761,7.27996,8.538835,6.52990499999999,7.34519499999999,7.677035,7.960325,7.089505,7.193665,4.060185,7.22242999999999,7.064755,5.76265,10.040655,7.4334,6.851355,4.84207,4.519415,8.74829499999999,6.040485,6.82512,9.11902999999999,5.89014,8.86420499999999,3.77542999999999,3.475055,10.75251,6.23568,5.804475,6.898465,8.62944,5.63408,9.56642,3.269275,10.7782,6.41941,5.04513,6.35145,3.230005,11.13699,5.69455499999999,8.86054499999999,6.161,9.73825499999999,10.860955,6.888315,10.2711399999999,9.12274,12.01464,5.04547,8.04607,6.61356,4.63831,4.28226,3.716875,4.72384,7.135315,5.147715,4.040055,3.53166999999999,4.9044,6.212255,7.16093499999999,5.22441,8.867545,4.75149,3.34696,10.836315,1.857335,5.58354,8.203765,8.41405,4.88942499999999,3.577505,4.41849999999999,4.56073,13.308185,1.59135999999999,7.50589,6.1353,3.45758999999999,1.09251499999999,2.00696,4.69477,9.13435
"118","RL_SARS_SALI_49-5",5.22035,13.2666949999999,9.059155,3.741555,1.89157,3.00485,8.623785,3.20205,10.563395,8.68457499999999,9.382555,3.536075,4.096505,10.60525,1.331275,9.543755,9.516765,7.61079,1.156065,7.58386,6.72880499999999,0.84402,-0.88387,8.019875,1.15309,8.515325,1.23102,7.29527,5.247275,8.272585,10.198985,2.664595,4.818115,15.322545,8.352545,7.032215,2.30117499999999,1.147795,1.41869999999999,16.11384,3.85097499999999,5.92083499999999,7.60091,1.24052499999999,6.035655,2.786715,9.13469999999999,9.441915,0.77892,9.60537499999999,2.743105,10.10982,4.84422,0.597915,1.29066,1.013315,8.97045,2.49724,3.33631999999999,10.23396,6.431455,6.30556,8.07893,8.28554499999999,10.8890549999999,11.1606549999999,0.639555,8.34796,3.14311,8.3352,6.85927,14.11916,1.049525,6.62855,7.227885,-0.21328,0.6304,0.873234999999999,9.171465,5.39087,6.18233,4.26797,5.97629499999999,1.74993,8.41335,7.34651,6.691005,10.115165,1.69761,6.3037,4.22204,10.1018499999999,11.055335,11.3687849999999,4.41870499999999,2.947695,10.27262,5.8629,9.56924499999999,10.8631099999999,6.38181,10.091995,6.306865,4.639285,7.92114499999999,8.748235,7.571315,7.398155,4.548835,8.12587,6.903835,5.11196999999999,8.893225,6.31463,6.519115,4.84071,4.861715,8.95521499999999,6.103085,6.66658,9.42933,7.50728999999999,8.312545,5.92961,5.605045,10.32076,6.3415,4.769565,7.186215,9.10023,6.20876999999999,9.94525,4.024475,11.2584,6.63646,5.65144,6.03381,4.664935,10.9059099999999,5.648185,9.22755499999999,7.63819,9.95906499999999,10.662255,7.172475,8.7679,9.84366,12.10826,6.51232,9.64994,7.27523,7.35508,4.5729,3.417975,4.71613,7.833295,3.936635,6.95797499999999,5.03149,5.17737,2.26999499999999,7.93923499999999,7.7197,11.970745,5.91794999999999,6.12036,12.535775,1.35981499999999,5.47972,9.262705,8.7351,5.248625,3.147925,3.94544999999999,5.18082,13.687025,1.98665999999999,7.67946999999999,5.64657999999999,3.42844999999999,0.727535,1.72807,5.60457999999999,10.00723
"119","RL_SARS_SALI_52-5",7.69518,13.541915,11.323875,4.985045,2.31607,4.23151,7.080945,2.53886,12.038665,7.168255,11.2774149999999,6.312585,5.951275,13.18854,1.352245,9.683405,7.654585,8.27728,0.907884999999999,9.21323,8.859385,-0.12882,-2.04391,6.368315,-0.322479999999999,11.315255,0.301749999999999,6.21691,4.93075499999999,9.710035,10.208705,3.89811499999999,4.359085,15.888515,8.467595,5.823005,8.592125,1.080195,1.58904999999999,15.28991,4.050345,8.060555,10.40539,3.38631499999999,7.406935,2.89843499999999,10.0765599999999,8.536215,-0.00096999999999997,12.8752749999999,2.503235,13.07012,7.08716,2.413255,0.37428,2.347905,11.56444,1.59705,3.68572,12.2651499999999,7.266165,7.96129,9.28277999999999,9.843855,10.813525,10.5167949999999,-0.084655,7.19826,4.07768,8.9695,7.40043,14.1825,0.461945,5.86209,9.867345,-0.81407,0.19425,0.842995,10.032865,5.05416,7.39627,5.54911,9.767585,2.58986,10.17893,9.62623,5.872415,8.946615,0.273,6.10806,3.27334999999999,10.7693699999999,9.706985,10.859895,3.216195,4.09264499999999,10.11661,6.5539,9.90200499999999,8.70854,7.58814,9.839175,8.180105,6.894225,8.493915,7.99630499999999,8.49191499999999,7.957835,3.786755,8.65413,9.166525,6.54457,12.825815,8.29784,6.359385,5.29263,4.509525,8.695865,7.938485,7.09526,9.28882,8.72701,8.812885,6.20677,4.84106499999999,9.75209999999999,6.2696,5.683875,5.603255,8.22302,8.17399,10.65091,5.694985,10.4523599999999,6.59984,6.37722,6.46858,5.950815,11.25934,4.253355,10.445035,8.13818,9.590505,13.382835,8.109365,11.4886899999999,9.79765,12.70351,5.8998,9.15556,11.22246,5.46608,4.62685,3.105025,4.16017,11.811525,6.097155,1.846825,8.32776,7.64499,2.537765,9.81942499999999,7.97304,11.957735,6.02186,5.7248,11.959605,5.708745,6.7779,8.957565,8.18712,4.596045,5.797435,4.63528999999999,9.36892,8.124285,4.00068,6.97586,5.76056,3.33521999999999,0.680055,3.27147,5.94878,12.38395
"120","RL_SARS_SALI_57",6.5672,12.384345,10.499965,2.159025,1.89732,3.68823,6.871445,2.65053,11.908935,7.481785,10.2627449999999,6.222875,3.309795,11.57819,3.06036499999999,10.6920749999999,5.774915,7.03415,0.389085,7.5007,6.578745,0.360849999999999,-1.44655,5.061405,0.24429,9.83453499999999,-0.0561,6.35748,5.915915,8.647855,9.226535,3.174425,3.081185,13.5220349999999,8.524505,6.025905,5.005225,0.581575,1.10702,15.70306,4.16044499999999,10.143355,10.16977,1.605525,6.895605,1.61664499999999,9.39125999999999,7.200245,-0.0646399999999999,10.981705,3.414505,12.04999,7.13416,1.960165,0.60493,0.882835,9.25603,1.36672,3.34455,10.75122,6.450415,6.44993,9.53990999999999,8.813875,9.778175,10.072285,0.331694999999999,6.69695,2.78193,8.07585999999999,4.05603,12.84481,0.621015,7.47425,4.494685,-0.88578,0.0694299999999999,0.950765,8.664245,4.97488,6.38752,4.91881,6.813625,1.18359999999999,9.31993999999999,10.9724399999999,5.921695,7.03361499999999,0.7485,5.46392999999999,4.47414,10.6120999999999,7.920885,10.099505,4.52343499999999,1.492405,10.2289599999999,4.78941,9.75384499999999,8.86648,6.7864,7.979535,6.921075,6.872795,8.340995,6.201595,7.85556499999999,7.71407499999999,3.831545,7.3184,6.503295,5.7203,11.760375,7.64857,6.543215,4.53224,5.13295499999999,7.82530499999999,5.868515,7.08834,9.13858,7.69166,8.759575,4.2324,3.709545,10.0769299999999,6.80448999999999,4.857765,5.345625,8.26968,6.50342,10.3450999999999,4.317575,9.76317999999999,5.87543,6.06333,6.59662,4.99236499999999,11.00533,4.933125,8.974355,8.4905,9.49823499999999,12.456535,7.047295,10.3941799999999,6.88906,12.15574,6.29161,6.57537,8.72096,5.28147,4.38636999999999,2.696175,2.56478,8.026275,3.725695,3.81174499999999,5.52975,4.93722,6.844925,8.314775,5.47838,9.955585,4.84922,3.07579,12.143405,1.877195,5.78917,9.124405,8.57799,4.626875,4.56711499999999,4.32764999999999,7.93247,8.381275,2.22643999999999,7.25495,8.25281,3.48980999999999,-0.640614999999999,2.03815999999999,4.01555,10.42102
"121","RL_SARS_SALI_63-3",5.74479,11.574955,8.853495,2.839215,2.12321,3.84105,6.600975,3.55421,11.145795,7.610405,9.58800499999999,5.66433499999999,4.04400499999999,11.20088,2.192355,9.084705,6.674045,7.60566,0.731845,7.20437,6.861495,0.43067,-1.18572,5.676205,0.77282,10.5723449999999,0.35311,5.7256,4.903355,6.97961499999999,9.199245,2.964385,2.67399499999999,14.677185,7.488045,6.663155,2.111105,0.766465,1.26582999999999,16.13454,4.20348499999999,3.673875,9.92884,0.786945,6.147825,2.628695,9.37736999999999,8.471375,-0.212739999999999,12.411755,3.067895,9.44653,5.52549,0.870575,0.784069999999999,0.900425,8.97121,1.55744,2.60304999999999,10.2763999999999,5.519355,5.57547,9.69586,8.238025,9.971715,9.57423499999999,0.545385,7.21241,2.77311,7.94853,6.49272,13.59318,1.005095,7.59595,7.704355,-0.47265,0.412989999999999,0.841314999999999,8.539255,5.31661,6.02326,3.68467999999999,6.271055,1.26717,7.60136999999999,8.65905999999999,6.677595,7.62216499999999,1.03938,5.89959,4.24171,10.46479,8.983845,9.337235,4.618995,2.796615,10.1939,4.67022,9.041895,9.493,6.2862,9.634995,5.99711499999999,6.362405,7.827665,7.091315,8.208555,6.918965,3.875125,7.97805999999999,7.15143499999999,4.75521,9.231515,8.03933,6.528075,4.64476,4.580095,7.884675,5.983375,6.61654,8.90224999999999,6.13211,8.558995,3.99548999999999,3.314855,10.2302,4.6376,5.50008499999999,6.090245,8.54758,5.32118,9.16412,3.317245,10.61022,6.19842,5.12739,6.69828,3.18515499999999,10.6785299999999,5.166355,8.789755,6.95577,9.817725,9.785425,6.738985,9.21375,6.97924,11.71018,5.52327,7.21378,7.24090999999999,5.22086,4.70555,2.719965,2.60478,6.734125,3.418465,3.51963499999999,3.67303,4.31183,2.249135,6.82567499999999,5.54174,11.095975,5.04185,2.64045,11.086675,2.261615,5.05587,8.407785,8.61309,4.601595,3.211045,4.59953999999999,4.23669,7.847375,3.18763999999999,7.18666,5.16676,2.89059999999999,-0.193744999999999,2.7573,3.97989999999999,9.17887
"122","RL_SARS_SALI_70-1",7.18736,13.5176249999999,10.710585,3.785915,2.60556,4.62329999999999,8.155085,3.00252,11.529415,7.59297499999999,10.827345,5.214485,4.884925,13.08998,2.239345,10.942045,8.303905,8.42577,1.103485,10.64406,7.559075,1.45008999999999,-1.68805,5.855625,-0.0428599999999999,11.760435,1.25568,6.96692,6.517095,9.554415,9.606345,4.006745,4.471765,16.771035,8.12094499999999,5.686705,8.53471499999999,1.173515,1.92187999999999,15.9011599999999,4.441215,7.75870499999999,11.89456,2.706105,7.280855,2.602495,9.75617,8.678735,-0.224789999999999,12.270525,4.978585,10.9474,9.63065,1.422315,0.36716,0.512575,11.07489,2.59283,4.39068,11.84743,8.671555,7.88857,9.7028,9.636295,10.865245,10.4335649999999,0.026505,7.69623,3.37131,8.60576,6.281,14.03367,0.545674999999999,6.93029,8.552445,-0.33601,-0.417929999999999,0.114885,10.639235,4.99989,7.66425,6.39024,10.879155,2.28751999999999,8.88891,8.70541999999999,5.965135,8.597185,0.34215,6.50493,4.83937,10.60247,9.681045,10.891515,4.758385,5.89467499999999,10.01822,6.2468,9.90585499999999,9.43277,8.72011,9.409585,8.145415,5.975975,8.627025,8.226045,8.422405,7.970635,4.038125,8.82421,10.021665,6.84542,10.933045,9.32572,6.825845,5.63913,4.71591499999999,8.45963499999999,7.62759499999999,6.96787,9.48881999999999,8.66614999999999,8.691375,5.06993999999999,4.95501499999999,10.37952,6.55479,6.899785,6.178845,8.41051,8.00642,10.18983,6.299505,10.68657,6.49571,6.63251,7.05744999999999,6.428265,11.67234,5.235935,10.3894349999999,8.98585,9.90491499999999,11.207655,8.575885,11.6595199999999,8.88944,12.52894,5.53349,9.27772999999999,7.33425,5.1404,4.83426,3.974335,2.99254,11.600555,4.915825,6.86638499999999,8.58536,7.23697,2.746065,9.87136499999999,7.74577,12.065005,5.86065999999999,4.84964,10.762255,4.033315,6.68696,9.116795,10.39228,4.591925,5.303355,6.11587999999999,9.78189,8.352745,3.15299,7.42028,4.38126,4.3747,0.791895,3.38103999999999,5.71892999999999,11.59277
"123","RL_SARS_SALI_43-5",7.34499,12.4849649999999,11.099855,8.358505,2.40816,5.08132,6.652865,3.02519,11.463975,7.436385,11.162195,11.538125,4.82323499999999,14.41221,1.661185,10.2242749999999,7.588295,8.03601999999999,0.458574999999999,10.13295,8.032535,0.372309999999999,-1.57526,6.857975,0.14464,10.887225,1.37216,7.18022,4.954765,9.389025,11.160105,2.303635,3.836465,15.513945,8.319385,5.620045,3.16064499999999,0.776825,1.22323,15.33145,4.54334499999999,3.08994499999999,11.38423,2.311695,6.892575,2.08987499999999,9.78084,8.76180499999999,0.12834,11.099225,2.282575,10.1171,5.39889,1.506275,0.42885,0.332725,10.0915,5.43044999999999,5.01442,11.96914,6.250785,7.91783,10.69134,9.34824499999999,13.746605,10.6439549999999,0.211585,6.51756,2.7262,8.44872,6.98009,13.87403,0.626845,9.58053,9.943935,-0.98573,1.06793,0.334205,9.945155,6.06108,7.10342,5.80576999999999,7.610925,1.18210999999999,8.09217999999999,9.01034,6.556565,8.681415,1.53703,6.09673,4.05713999999999,10.6474799999999,8.464655,9.772745,4.504505,3.16275499999999,10.2018899999999,6.97071,9.62057499999999,8.5631,7.74463,9.950285,7.34822499999999,11.997715,8.109715,6.497725,7.073855,7.581675,3.611075,7.98781999999999,8.349595,5.56434,10.121645,6.07837,6.443345,4.31808,4.850175,8.478165,5.794055,6.5242,9.14637,8.30178,8.83023499999999,4.42505,4.107935,9.79549999999999,5.61445999999999,4.994695,5.309985,8.05025,6.84491,9.70981,4.81692499999999,9.70446,6.50822999999999,6.25162,6.37974,3.699495,11.15799,5.178465,9.138955,5.7139,9.053245,10.093755,7.401075,10.3684799999999,7.20404,12.33611,5.4366,6.81249,7.9444,6.20468,4.82454,1.856425,3.73698,8.567005,7.331905,4.89514499999999,5.51718999999999,5.26153,7.33931499999999,9.106765,6.98943,11.521315,6.19164999999999,5.27565,12.276205,1.125035,5.75913,9.662995,9.49065999999999,4.299765,4.242435,3.61142999999999,4.98768,8.245845,5.03367999999999,7.37676,4.48116,3.20221,0.535104999999999,2.34074,6.09814999999999,11.1289
"124","RL_SARS_SALI_47-3",6.86861,13.1674949999999,9.286995,4.304025,1.87303,3.92985999999999,7.025865,2.73493,10.727575,7.51859499999999,10.4644349999999,5.811695,3.277445,12.11554,1.142715,11.329635,6.693275,7.42624,0.427895,6.76452,5.861295,0.25923,-0.81691,8.118535,0.0666600000000001,10.498315,0.95331,6.62576999999999,5.067535,7.502845,9.557925,2.84230499999999,2.944325,15.426035,7.95806499999999,6.706965,3.364365,2.663195,0.93593,16.00839,4.113745,4.55418499999999,10.05985,0.688475,6.761195,1.89810499999999,9.36864999999999,7.829065,-0.0742499999999999,11.687845,3.225985,11.62291,7.04931,1.400175,0.651439999999999,0.713995,9.68077,1.58283,3.08817999999999,11.4631499999999,6.308895,6.29749,9.19664,9.501345,9.850715,11.519865,0.179635,8.40062,2.49518,8.24651,5.71552,13.69087,0.290165,6.4052,10.488035,-0.89611,0.08553,2.557985,9.039805,6.02169,6.12518,4.16878999999999,6.528835,0.4979,8.78537,7.97382,6.684755,8.881125,0.83246,6.77007,4.00984,10.64346,9.208305,11.014425,4.347825,2.964905,10.37215,4.22833,9.194125,9.38072,6.80901,9.599165,6.40476499999999,6.478895,7.80839499999999,7.232095,7.454115,7.163825,3.751655,7.71851,7.237495,5.88761,10.467745,7.59369,6.924165,4.95171,4.54069499999999,9.023605,5.821315,6.84908,9.29725,6.60778,8.922325,4.2395,3.543225,10.59067,6.56208,6.103575,6.415875,8.84141,5.54815,9.86459,3.379955,10.3157199999999,6.33780999999999,5.12526,6.40752999999999,3.394555,11.17798,5.623125,9.09767499999999,6.08923,9.706615,12.009755,7.340375,10.5062199999999,8.43007,11.9284,6.46592,7.435,7.83934,4.83085,4.57707,3.44827499999999,3.85939,7.290125,4.968075,4.437715,3.82992,4.82428,6.289795,7.01112499999999,5.16234,10.622985,5.12261,3.22828,12.144975,2.259735,5.48194,7.938255,8.56215999999999,4.751815,3.916455,4.55707999999999,5.20451,13.415685,2.14438,7.58815,5.93131999999999,3.50219999999999,1.295995,1.94732999999999,5.21998,9.32811
"125","RL_SARS_SALI_50-1",6.78724,12.791715,8.875485,6.573855,1.94007,3.67335,6.824135,3.15193,11.289635,7.05885499999999,10.2479449999999,5.538685,5.28274499999999,12.34084,1.563905,10.5447449999999,7.245385,6.74023,0.677665,7.73374,6.570205,0.57031,-1.27376,5.075145,0.54191,11.0674549999999,0.266529999999999,5.89119999999999,4.716625,8.031745,9.674515,3.158975,3.000445,14.7035249999999,7.410285,6.328145,2.64614499999999,0.853635,1.08949,15.44374,4.23251499999999,6.58203499999999,10.25387,1.55843499999999,6.605555,2.148345,10.20188,8.529205,0.01045,11.510905,1.810375,10.22649,6.41576,0.906285,0.79867,0.654475,10.0853,1.79895,3.61495,12.4264699999999,5.978025,6.83176,9.38424,9.115655,13.2651349999999,10.3166449999999,0.594434999999999,7.35439,2.83338999999999,8.49927999999999,5.94002,13.53218,0.763385,8.14297,10.673225,-0.44478,0.414849999999999,0.625465,10.200835,5.5447,6.84188,4.82484,6.425215,2.34777999999999,7.76074999999999,9.79935999999999,5.979445,8.270045,1.05244,6.36294,3.31469999999999,10.5820499999999,9.996135,10.548825,4.82649499999999,2.73494499999999,10.37838,5.00411,9.504245,9.02376,9.10532,9.393245,7.079305,6.39005499999999,8.50354499999999,7.513435,8.187625,7.358975,4.166185,7.2265,8.059375,5.47044,9.108505,6.99347,6.311505,4.37360999999999,4.695485,8.545625,5.858235,6.60041,9.57538999999999,7.21113999999999,8.815165,4.63799,3.829675,11.09546,5.64471999999999,6.684525,5.861925,8.49522,6.55627,9.25827,4.309235,10.77517,6.50064,5.73916,6.53838,5.42259499999999,11.4653099999999,5.211055,9.59073499999999,2.45579,10.467775,10.665695,6.710335,9.78338999999999,8.25488,12.43453,5.57288999999999,8.16524,6.5348,6.52585,4.52783999999999,3.274905,4.83829,7.938425,3.477685,4.116495,4.81796999999999,4.63947,7.526565,8.92237499999999,6.62794,12.624225,6.20817,4.86259,10.799035,2.24606499999999,5.35004999999999,9.463665,10.17668,4.73022499999999,4.456625,5.61827999999999,5.07303,8.583915,3.73764,7.33791,5.25892,3.1258,1.078595,4.38933,4.97037,9.79968
"126","RL_SARS_SALI_53-1",7.6604,12.764115,9.11845499999999,4.935145,2.11349,4.61634,7.863025,3.90955,11.536395,7.293825,10.391445,6.091405,6.679695,12.6177,1.617985,10.586025,8.501465,7.28438,1.13768499999999,7.71883,7.279925,2.01304,-1.47682,4.897805,0.30175,10.583725,2.11509,6.5947,4.561115,7.690325,9.419895,3.751055,2.768905,14.704645,7.655805,6.439135,2.85727499999999,1.417125,1.78575999999999,16.06302,4.21928499999999,8.253465,9.05044,1.963425,6.502055,3.073285,10.07488,9.030735,0.07646,13.510465,2.605125,9.48743,4.19961999999999,0.984085,0.66966,1.693755,9.16823,1.85849,3.14328,11.9201199999999,5.940795,6.85256,7.21451,9.501905,13.035755,10.482225,0.317055,8.01291,2.09858,8.16852,6.07055,13.9327,0.591224999999999,7.25285,8.276345,-0.23383,0.62318,0.560515,11.325745,5.73809,5.65647,4.98537,6.429285,2.28593,7.85612999999999,9.92227,6.611015,8.875825,1.37106,6.19331,3.83213,10.50517,10.497475,10.885345,4.513335,2.04256499999999,10.3528799999999,6.21981,9.430595,8.8954,7.84279,8.947255,6.48021499999999,6.798145,8.199975,7.769655,7.839735,7.724385,4.194795,7.62153999999999,7.44812499999999,5.24967,9.821415,5.32267,6.992305,4.42284,4.771625,8.371765,6.37135499999999,6.94556,9.75851,6.74604,8.576135,4.08273999999999,3.507085,10.24658,7.25444,5.400865,6.353815,8.51791,6.07215,9.54622,4.424645,11.1337699999999,6.3657,5.46974,6.54817999999999,4.19394499999999,11.38259,5.686945,9.00328499999999,8.74096,10.165205,9.774495,6.661895,10.4932699999999,9.61214,12.07037,5.97092999999999,9.53443,7.86869,6.93016,4.43353,4.102175,7.16468999999999,7.295005,4.046025,5.03201499999999,4.03530999999999,4.45355,6.623435,8.229845,5.7931,8.729935,5.92155,5.47308,11.934595,1.154625,5.2374,9.191205,9.98605999999999,4.294715,4.196845,5.03255,4.73118,8.281045,3.57592,7.34805,5.24693999999999,3.46054999999999,0.728365,4.29605,5.18079,10.55018
